run,dataset,num_neighbors,removal,pqr,all_data_hamm_loss,all_data_zero_loss,removed_data_hamm_loss,removed_data_zero_loss
0,Family,20,45,1_1_1,0.393839383938394,1,0.422926447574335,1
0,Family,25,45,1_1_1,0.39026402640264,1,0.415492957746479,1
0,Family,5,50,0_0_0,0.317931793179318,0.99009900990099,0.356823266219239,1
0,Family,10,50,0_0_0,0.322057205720572,0.99009900990099,0.361297539149888,1
0,Family,15,50,0_0_0,0.329207920792079,0.99009900990099,0.368381804623415,0.993288590604027
0,Family,20,50,0_0_0,0.324257425742574,0.99009900990099,0.362043251304996,1
0,Family,25,50,0_0_0,0.328382838283828,0.995049504950495,0.364653243847875,1
0,Family,5,50,0_0_1,0.266226622662266,0.97029702970297,0.30089485458613,1
0,Family,10,50,0_0_1,0.272277227722772,0.985148514851485,0.306487695749441,0.993288590604027
0,Family,15,50,0_0_1,0.278327832783278,0.99009900990099,0.313944817300522,1
0,Family,20,50,0_0_1,0.276127612761276,0.97029702970297,0.315809097688292,0.993288590604027
0,Family,25,50,0_0_1,0.275302530253025,0.98019801980198,0.313571961222968,1
0,Family,5,50,0_1_0,0.278327832783278,0.98019801980198,0.315809097688292,1
0,Family,10,50,0_1_0,0.276402640264026,0.98019801980198,0.315063385533184,0.993288590604027
0,Family,15,50,0_1_0,0.275577557755776,0.98019801980198,0.313199105145414,1
0,Family,20,50,0_1_0,0.274752475247525,0.985148514851485,0.313944817300522,1
0,Family,25,50,0_1_0,0.272552255225523,0.965346534653465,0.310961968680089,0.986577181208054
0,Family,5,50,1_0_0,0.545654565456546,1,0.531692766592095,1
0,Family,10,50,1_0_0,0.545379537953795,1,0.534302759134974,1
0,Family,15,50,1_0_0,0.547854785478548,1,0.536167039522744,1
0,Family,20,50,1_0_0,0.574532453245325,1,0.557046979865772,1
0,Family,25,50,1_0_0,0.565181518151815,1,0.548844146159582,1
0,Family,5,50,1_1_1,0.489273927392739,1,0.508575689783743,1
0,Family,10,50,1_1_1,0.514301430143014,1,0.530947054436987,1
0,Family,15,50,1_1_1,0.504125412541254,1,0.524235645041014,1
0,Family,20,50,1_1_1,0.487073707370737,1,0.508948545861298,1
0,Family,25,50,1_1_1,0.497524752475248,1,0.514541387024608,1
0,Family,5,55,0_0_0,0.338833883388339,1,0.372011251758087,1
0,Family,10,55,0_0_0,0.346534653465346,1,0.380450070323488,1
0,Family,15,55,0_0_0,0.348734873487349,1,0.382208157524613,1
0,Family,20,55,0_0_0,0.348184818481848,1,0.381153305203938,1
0,Family,25,55,0_0_0,0.351210121012101,1,0.384317862165963,1
0,Family,5,55,0_0_1,0.26980198019802,0.99009900990099,0.29817158931083,1
0,Family,10,55,0_0_1,0.266776677667767,0.975247524752475,0.29535864978903,1
0,Family,15,55,0_0_1,0.276127612761276,0.99009900990099,0.30239099859353,1
0,Family,20,55,0_0_1,0.275302530253025,0.995049504950495,0.304852320675105,1
0,Family,25,55,0_0_1,0.276677667766777,0.99009900990099,0.307665260196906,1
0,Family,5,55,0_1_0,0.272827282728273,0.98019801980198,0.306610407876231,1
0,Family,10,55,0_1_0,0.276127612761276,0.985148514851485,0.309071729957806,1
0,Family,15,55,0_1_0,0.274752475247525,0.97029702970297,0.311884669479606,0.993670886075949
0,Family,20,55,0_1_0,0.284928492849285,0.975247524752475,0.319268635724332,0.993670886075949
0,Family,25,55,0_1_0,0.286028602860286,0.975247524752475,0.319268635724332,0.993670886075949
0,Family,5,55,1_0_0,0.550880088008801,1,0.541139240506329,1
0,Family,10,55,1_0_0,0.545104510451045,1,0.539029535864979,1
0,Family,15,55,1_0_0,0.541804180418042,1,0.538326300984529,1
0,Family,20,55,1_0_0,0.538503850385038,1,0.534106891701828,1
0,Family,25,55,1_0_0,0.547029702970297,1,0.543248945147679,1
0,Family,5,55,1_1_1,0.460671067106711,1,0.462025316455696,1
0,Family,10,55,1_1_1,0.444444444444444,1,0.439170182841069,1
0,Family,15,55,1_1_1,0.445544554455446,1,0.441983122362869,1
0,Family,20,55,1_1_1,0.451870187018702,1,0.44620253164557,1
0,Family,25,55,1_1_1,0.444719471947195,1,0.440576652601969,1
0,Family,5,60,0_0_0,0.341309130913091,1,0.371056241426612,1
0,Family,10,60,0_0_0,0.342684268426843,1,0.371742112482853,1
0,Family,15,60,0_0_0,0.351760176017602,1,0.380315500685871,1
0,Family,20,60,0_0_0,0.352310231023102,1,0.380315500685871,1
0,Family,25,60,0_0_0,0.351485148514851,1,0.380315500685871,1
0,Family,5,60,0_0_1,0.295654565456546,0.99009900990099,0.328875171467764,1
0,Family,10,60,0_0_1,0.287128712871287,0.985148514851485,0.319615912208505,0.993827160493827
0,Family,15,60,0_0_1,0.296204620462046,0.985148514851485,0.328532235939643,0.993827160493827
0,Family,20,60,0_0_1,0.294279427942794,0.98019801980198,0.324074074074074,0.981481481481482
0,Family,25,60,0_0_1,0.294279427942794,0.98019801980198,0.324759945130315,1
0,Family,5,60,0_1_0,0.292629262926293,0.98019801980198,0.324759945130315,1
0,Family,10,60,0_1_0,0.300605060506051,0.99009900990099,0.333333333333333,1
0,Family,15,60,0_1_0,0.28960396039604,0.985148514851485,0.32201646090535,1
0,Family,20,60,0_1_0,0.303355335533553,1,0.333676268861454,1
0,Family,25,60,0_1_0,0.297854785478548,0.995049504950495,0.330246913580247,1
0,Family,5,60,1_0_0,0.519526952695269,1,0.515775034293553,1
